"individualAdultID","lightWavelength","behaviorType","day","Value"
"5","420nm","Time_In_Thigmotaxis_Zone",10,517.2
"6","420nm","Time_In_Thigmotaxis_Zone",1,331.21
"6","420nm","Time_In_Thigmotaxis_Zone",2,356.42
"6","420nm","Time_In_Thigmotaxis_Zone",3,322.56
"6","420nm","Time_In_Thigmotaxis_Zone",4,265.45
"6","420nm","Time_In_Thigmotaxis_Zone",5,519.22
"6","420nm","Time_In_Thigmotaxis_Zone",6,530.12
"6","420nm","Time_In_Thigmotaxis_Zone",7,512.03
"6","420nm","Time_In_Thigmotaxis_Zone",8,511.02
"6","420nm","Time_In_Thigmotaxis_Zone",9,501.21
"6","420nm","Time_In_Thigmotaxis_Zone",10,514.23
"7","420nm","Time_In_Thigmotaxis_Zone",1,325.12
"7","420nm","Time_In_Thigmotaxis_Zone",2,256.89
"7","420nm","Time_In_Thigmotaxis_Zone",3,320.12
"7","420nm","Time_In_Thigmotaxis_Zone",4,325.12
"7","420nm","Time_In_Thigmotaxis_Zone",5,512.03
"7","420nm","Time_In_Thigmotaxis_Zone",6,511.01
"7","420nm","Time_In_Thigmotaxis_Zone",7,503.22
"7","420nm","Time_In_Thigmotaxis_Zone",8,501.23
"7","420nm","Time_In_Thigmotaxis_Zone",9,478.59
"7","420nm","Time_In_Thigmotaxis_Zone",10,502.23
"8","420nm","Time_In_Thigmotaxis_Zone",1,235.12
"8","420nm","Time_In_Thigmotaxis_Zone",2,356.45
"8","420nm","Time_In_Thigmotaxis_Zone",3,365.12
"8","420nm","Time_In_Thigmotaxis_Zone",4,310.52
"8","420nm","Time_In_Thigmotaxis_Zone",5,511.21
"8","420nm","Time_In_Thigmotaxis_Zone",6,496.23
"8","420nm","Time_In_Thigmotaxis_Zone",7,512.32
"8","420nm","Time_In_Thigmotaxis_Zone",8,500.23
"8","420nm","Time_In_Thigmotaxis_Zone",9,512.04
"8","420nm","Time_In_Thigmotaxis_Zone",10,501.12
"9","420nm","Time_In_Thigmotaxis_Zone",1,336.32
"9","420nm","Time_In_Thigmotaxis_Zone",2,325.12
"9","420nm","Time_In_Thigmotaxis_Zone",3,322.02
"9","420nm","Time_In_Thigmotaxis_Zone",4,325.56
"9","420nm","Time_In_Thigmotaxis_Zone",5,502.32
"9","420nm","Time_In_Thigmotaxis_Zone",6,487.65
"9","420nm","Time_In_Thigmotaxis_Zone",7,521.23
"9","420nm","Time_In_Thigmotaxis_Zone",8,512.04
"9","420nm","Time_In_Thigmotaxis_Zone",9,511.02
"9","420nm","Time_In_Thigmotaxis_Zone",10,498.52
"10","420nm","Time_In_Thigmotaxis_Zone",1,351.21
"10","420nm","Time_In_Thigmotaxis_Zone",2,356.32
"10","420nm","Time_In_Thigmotaxis_Zone",3,259.45
"10","420nm","Time_In_Thigmotaxis_Zone",4,321.45
"10","420nm","Time_In_Thigmotaxis_Zone",5,533.12
"10","420nm","Time_In_Thigmotaxis_Zone",6,500.21
"10","420nm","Time_In_Thigmotaxis_Zone",7,501.21
"10","420nm","Time_In_Thigmotaxis_Zone",8,513.02
"10","420nm","Time_In_Thigmotaxis_Zone",9,512.03
"10","420nm","Time_In_Thigmotaxis_Zone",10,500.23
"11","420nm","Time_In_Thigmotaxis_Zone",1,341.23
"11","420nm","Time_In_Thigmotaxis_Zone",2,325.12
"11","420nm","Time_In_Thigmotaxis_Zone",3,245.36
"11","420nm","Time_In_Thigmotaxis_Zone",4,356.32
"11","420nm","Time_In_Thigmotaxis_Zone",5,540.12
"11","420nm","Time_In_Thigmotaxis_Zone",6,500.21
"11","420nm","Time_In_Thigmotaxis_Zone",7,503.23
"11","420nm","Time_In_Thigmotaxis_Zone",8,522.1
"11","420nm","Time_In_Thigmotaxis_Zone",9,544.12
"11","420nm","Time_In_Thigmotaxis_Zone",10,510.23
"12","420nm","Time_In_Thigmotaxis_Zone",1,322.56
"12","420nm","Time_In_Thigmotaxis_Zone",2,365.89
"12","420nm","Time_In_Thigmotaxis_Zone",3,326.45
"12","420nm","Time_In_Thigmotaxis_Zone",4,300.12
"12","420nm","Time_In_Thigmotaxis_Zone",5,523.12
"12","420nm","Time_In_Thigmotaxis_Zone",6,500.23
"12","420nm","Time_In_Thigmotaxis_Zone",7,504.12
"12","420nm","Time_In_Thigmotaxis_Zone",8,501.21
"12","420nm","Time_In_Thigmotaxis_Zone",9,508
"12","420nm","Time_In_Thigmotaxis_Zone",10,511.23
"13","420nm","Time_In_Thigmotaxis_Zone",1,356.12
"13","420nm","Time_In_Thigmotaxis_Zone",2,315.45
"13","420nm","Time_In_Thigmotaxis_Zone",3,355.45
"13","420nm","Time_In_Thigmotaxis_Zone",4,312.62
"13","420nm","Time_In_Thigmotaxis_Zone",5,501.23
"13","420nm","Time_In_Thigmotaxis_Zone",6,521.45
"13","420nm","Time_In_Thigmotaxis_Zone",7,505.21
"13","420nm","Time_In_Thigmotaxis_Zone",8,503.26
"13","420nm","Time_In_Thigmotaxis_Zone",9,507.11
"13","420nm","Time_In_Thigmotaxis_Zone",10,521.65
"14","420nm","Time_In_Thigmotaxis_Zone",1,327.01
"14","420nm","Time_In_Thigmotaxis_Zone",2,326.45
"14","420nm","Time_In_Thigmotaxis_Zone",3,235.12
"14","420nm","Time_In_Thigmotaxis_Zone",4,315.69
"14","420nm","Time_In_Thigmotaxis_Zone",5,517.49
"14","420nm","Time_In_Thigmotaxis_Zone",6,532.42
"14","420nm","Time_In_Thigmotaxis_Zone",7,500.23
"14","420nm","Time_In_Thigmotaxis_Zone",8,511.02
"14","420nm","Time_In_Thigmotaxis_Zone",9,503.66
"14","420nm","Time_In_Thigmotaxis_Zone",10,500.14
"15","420nm","Time_In_Thigmotaxis_Zone",1,225.06
"15","420nm","Time_In_Thigmotaxis_Zone",2,357.12
"15","420nm","Time_In_Thigmotaxis_Zone",3,265.23
"15","420nm","Time_In_Thigmotaxis_Zone",4,377.22
"15","420nm","Time_In_Thigmotaxis_Zone",5,500.13
"15","420nm","Time_In_Thigmotaxis_Zone",6,511.32
"15","420nm","Time_In_Thigmotaxis_Zone",7,499.12
"15","420nm","Time_In_Thigmotaxis_Zone",8,541.27
"15","420nm","Time_In_Thigmotaxis_Zone",9,500.21
"15","420nm","Time_In_Thigmotaxis_Zone",10,521.23
"1","420nm","Time_In_Transition_Zone",1,284.56
"1","420nm","Time_In_Transition_Zone",2,137.48
"1","420nm","Time_In_Transition_Zone",3,196.24
"1","420nm","Time_In_Transition_Zone",4,119.88
"1","420nm","Time_In_Transition_Zone",5,50.08
"1","420nm","Time_In_Transition_Zone",6,92.6
"1","420nm","Time_In_Transition_Zone",7,44.48
"1","420nm","Time_In_Transition_Zone",8,58.44
"1","420nm","Time_In_Transition_Zone",9,77.36
"1","420nm","Time_In_Transition_Zone",10,80.23
"2","420nm","Time_In_Transition_Zone",1,240.64
"2","420nm","Time_In_Transition_Zone",2,164.52
"2","420nm","Time_In_Transition_Zone",3,113.52
"2","420nm","Time_In_Transition_Zone",4,149.56
"2","420nm","Time_In_Transition_Zone",5,58.23
"2","420nm","Time_In_Transition_Zone",6,82
"2","420nm","Time_In_Transition_Zone",7,56.52
"2","420nm","Time_In_Transition_Zone",8,80.92
"2","420nm","Time_In_Transition_Zone",9,46.04
"2","420nm","Time_In_Transition_Zone",10,50.16
"3","420nm","Time_In_Transition_Zone",1,73
"3","420nm","Time_In_Transition_Zone",2,132.84
"3","420nm","Time_In_Transition_Zone",3,141.8
"3","420nm","Time_In_Transition_Zone",4,145.16
"3","420nm","Time_In_Transition_Zone",5,59.45
"3","420nm","Time_In_Transition_Zone",6,50.92
"3","420nm","Time_In_Transition_Zone",7,95.96
"3","420nm","Time_In_Transition_Zone",8,30.48
"3","420nm","Time_In_Transition_Zone",9,36.56
"3","420nm","Time_In_Transition_Zone",10,57.14
"4","420nm","Time_In_Transition_Zone",1,150.72
"4","420nm","Time_In_Transition_Zone",2,111.56
"4","420nm","Time_In_Transition_Zone",3,178.04
"4","420nm","Time_In_Transition_Zone",4,173.32
"4","420nm","Time_In_Transition_Zone",5,59.54
"4","420nm","Time_In_Transition_Zone",6,88.44
"4","420nm","Time_In_Transition_Zone",7,51.56
"4","420nm","Time_In_Transition_Zone",8,44.08
"4","420nm","Time_In_Transition_Zone",9,49.52
"4","420nm","Time_In_Transition_Zone",10,80.21
"5","420nm","Time_In_Transition_Zone",1,131
"5","420nm","Time_In_Transition_Zone",2,194
"5","420nm","Time_In_Transition_Zone",3,132.12
"5","420nm","Time_In_Transition_Zone",4,153.4
"5","420nm","Time_In_Transition_Zone",5,52.41
"5","420nm","Time_In_Transition_Zone",6,80.6
"5","420nm","Time_In_Transition_Zone",7,38.44
"5","420nm","Time_In_Transition_Zone",8,45.56
"5","420nm","Time_In_Transition_Zone",9,59.88
"5","420nm","Time_In_Transition_Zone",10,52.13
"6","420nm","Time_In_Transition_Zone",1,132.01
"6","420nm","Time_In_Transition_Zone",2,154.23
"6","420nm","Time_In_Transition_Zone",3,145.23
"6","420nm","Time_In_Transition_Zone",4,110.12
"6","420nm","Time_In_Transition_Zone",5,50.12
"6","420nm","Time_In_Transition_Zone",6,50.12
"6","420nm","Time_In_Transition_Zone",7,42.13
"6","420nm","Time_In_Transition_Zone",8,55.12
"6","420nm","Time_In_Transition_Zone",9,41.12
"6","420nm","Time_In_Transition_Zone",10,51.12
"7","420nm","Time_In_Transition_Zone",1,135.02
"7","420nm","Time_In_Transition_Zone",2,155.23
"7","420nm","Time_In_Transition_Zone",3,156.45
"7","420nm","Time_In_Transition_Zone",4,152.41
"7","420nm","Time_In_Transition_Zone",5,53.28
"7","420nm","Time_In_Transition_Zone",6,52.13
"7","420nm","Time_In_Transition_Zone",7,43.5
"7","420nm","Time_In_Transition_Zone",8,56.89
"7","420nm","Time_In_Transition_Zone",9,40.13
"7","420nm","Time_In_Transition_Zone",10,52.13
"8","420nm","Time_In_Transition_Zone",1,165.12
"8","420nm","Time_In_Transition_Zone",2,154.12
"8","420nm","Time_In_Transition_Zone",3,157.89
"8","420nm","Time_In_Transition_Zone",4,156.12
"8","420nm","Time_In_Transition_Zone",5,54.62
"8","420nm","Time_In_Transition_Zone",6,55.12
"8","420nm","Time_In_Transition_Zone",7,45.23
"8","420nm","Time_In_Transition_Zone",8,52.12
"8","420nm","Time_In_Transition_Zone",9,35.66
"8","420nm","Time_In_Transition_Zone",10,55.24
"9","420nm","Time_In_Transition_Zone",1,152.12
"9","420nm","Time_In_Transition_Zone",2,135.23
"9","420nm","Time_In_Transition_Zone",3,154.23
"9","420nm","Time_In_Transition_Zone",4,132.54
"9","420nm","Time_In_Transition_Zone",5,55.17
"9","420nm","Time_In_Transition_Zone",6,51.23
"9","420nm","Time_In_Transition_Zone",7,41.23
"9","420nm","Time_In_Transition_Zone",8,53.21
"9","420nm","Time_In_Transition_Zone",9,38.77
"9","420nm","Time_In_Transition_Zone",10,51.02
"10","420nm","Time_In_Transition_Zone",1,142.23
"10","420nm","Time_In_Transition_Zone",2,165.12
"10","420nm","Time_In_Transition_Zone",3,155.12
"10","420nm","Time_In_Transition_Zone",4,139.58
"10","420nm","Time_In_Transition_Zone",5,52.36
"10","420nm","Time_In_Transition_Zone",6,58.47
"10","420nm","Time_In_Transition_Zone",7,46.89
"10","420nm","Time_In_Transition_Zone",8,54.78
"10","420nm","Time_In_Transition_Zone",9,36.99
"10","420nm","Time_In_Transition_Zone",10,56.14
"11","420nm","Time_In_Transition_Zone",1,154.12
"11","420nm","Time_In_Transition_Zone",2,157.14
"11","420nm","Time_In_Transition_Zone",3,145.23
"11","420nm","Time_In_Transition_Zone",4,156.87
"11","420nm","Time_In_Transition_Zone",5,54.78
"11","420nm","Time_In_Transition_Zone",6,50.13
"11","420nm","Time_In_Transition_Zone",7,45.12
"11","420nm","Time_In_Transition_Zone",8,55.64
"11","420nm","Time_In_Transition_Zone",9,45.77
"11","420nm","Time_In_Transition_Zone",10,52.14
"12","420nm","Time_In_Transition_Zone",1,157.48
"12","420nm","Time_In_Transition_Zone",2,158.45
"12","420nm","Time_In_Transition_Zone",3,164.56
"12","420nm","Time_In_Transition_Zone",4,154.21
"12","420nm","Time_In_Transition_Zone",5,55.21
"12","420nm","Time_In_Transition_Zone",6,51.02
"12","420nm","Time_In_Transition_Zone",7,43.68
"12","420nm","Time_In_Transition_Zone",8,57.89
"12","420nm","Time_In_Transition_Zone",9,41.23
"12","420nm","Time_In_Transition_Zone",10,52.13
"13","420nm","Time_In_Transition_Zone",1,155.23
"13","420nm","Time_In_Transition_Zone",2,152.23
"13","420nm","Time_In_Transition_Zone",3,166.52
"13","420nm","Time_In_Transition_Zone",4,159.63
"13","420nm","Time_In_Transition_Zone",5,56.74
"13","420nm","Time_In_Transition_Zone",6,55.02
"13","420nm","Time_In_Transition_Zone",7,44.51
"13","420nm","Time_In_Transition_Zone",8,55.43
"13","420nm","Time_In_Transition_Zone",9,45.12
"13","420nm","Time_In_Transition_Zone",10,51.14
"14","420nm","Time_In_Transition_Zone",1,151.23
"14","420nm","Time_In_Transition_Zone",2,148.23
"14","420nm","Time_In_Transition_Zone",3,157.42
"14","420nm","Time_In_Transition_Zone",4,157.41
"14","420nm","Time_In_Transition_Zone",5,52.1
"14","420nm","Time_In_Transition_Zone",6,55.16
"14","420nm","Time_In_Transition_Zone",7,45.23
"14","420nm","Time_In_Transition_Zone",8,52.1
"14","420nm","Time_In_Transition_Zone",9,40.12
"14","420nm","Time_In_Transition_Zone",10,50.23
"15","420nm","Time_In_Transition_Zone",1,255.42
"15","420nm","Time_In_Transition_Zone",2,149.78
"15","420nm","Time_In_Transition_Zone",3,158.23
"15","420nm","Time_In_Transition_Zone",4,158.22
"15","420nm","Time_In_Transition_Zone",5,51.26
"15","420nm","Time_In_Transition_Zone",6,56.17
"15","420nm","Time_In_Transition_Zone",7,48.12
"15","420nm","Time_In_Transition_Zone",8,42.13
"15","420nm","Time_In_Transition_Zone",9,43.26
"15","420nm","Time_In_Transition_Zone",10,52.12
"1","420nm","Time_In_Center_Zone",1,110.6
"1","420nm","Time_In_Center_Zone",2,124.32
"1","420nm","Time_In_Center_Zone",3,113.64
"1","420nm","Time_In_Center_Zone",4,156.56
"1","420nm","Time_In_Center_Zone",5,31.4
"1","420nm","Time_In_Center_Zone",6,17.36
"1","420nm","Time_In_Center_Zone",7,69.2
"1","420nm","Time_In_Center_Zone",8,25.08
"1","420nm","Time_In_Center_Zone",9,26.72
"1","420nm","Time_In_Center_Zone",10,61.31
"2","420nm","Time_In_Center_Zone",1,100.24
"2","420nm","Time_In_Center_Zone",2,83.04
"2","420nm","Time_In_Center_Zone",3,83
"2","420nm","Time_In_Center_Zone",4,67.68
"2","420nm","Time_In_Center_Zone",5,22.93
"2","420nm","Time_In_Center_Zone",6,25.16
"2","420nm","Time_In_Center_Zone",7,32.48
"2","420nm","Time_In_Center_Zone",8,97.24
"2","420nm","Time_In_Center_Zone",9,37.04
"2","420nm","Time_In_Center_Zone",10,138.52
"3","420nm","Time_In_Center_Zone",1,198.72
"3","420nm","Time_In_Center_Zone",2,82.9
"3","420nm","Time_In_Center_Zone",3,218.08
"3","420nm","Time_In_Center_Zone",4,79.28
"3","420nm","Time_In_Center_Zone",5,66.35
"3","420nm","Time_In_Center_Zone",6,72.24
"3","420nm","Time_In_Center_Zone",7,25.04
"3","420nm","Time_In_Center_Zone",8,109.12
"3","420nm","Time_In_Center_Zone",9,1.88
"3","420nm","Time_In_Center_Zone",10,132.34
"4","420nm","Time_In_Center_Zone",1,117.44
"4","420nm","Time_In_Center_Zone",2,112.72
"4","420nm","Time_In_Center_Zone",3,209.64
"4","420nm","Time_In_Center_Zone",4,114
"4","420nm","Time_In_Center_Zone",5,21.62
"4","420nm","Time_In_Center_Zone",6,21
"4","420nm","Time_In_Center_Zone",7,26
"4","420nm","Time_In_Center_Zone",8,91.36
"4","420nm","Time_In_Center_Zone",9,67.6
"4","420nm","Time_In_Center_Zone",10,104.17
"5","420nm","Time_In_Center_Zone",1,234.96
"5","420nm","Time_In_Center_Zone",2,107.16
"5","420nm","Time_In_Center_Zone",3,96.34
"5","420nm","Time_In_Center_Zone",4,63.16
"5","420nm","Time_In_Center_Zone",5,37.37
"5","420nm","Time_In_Center_Zone",6,9.19
"5","420nm","Time_In_Center_Zone",7,54.64
"5","420nm","Time_In_Center_Zone",8,18.6
"5","420nm","Time_In_Center_Zone",9,75.64
"5","420nm","Time_In_Center_Zone",10,30.67
"6","420nm","Time_In_Center_Zone",1,136.78
"6","420nm","Time_In_Center_Zone",2,89.35
"6","420nm","Time_In_Center_Zone",3,132.21
"6","420nm","Time_In_Center_Zone",4,224.43
"6","420nm","Time_In_Center_Zone",5,30.66
"6","420nm","Time_In_Center_Zone",6,19.76
"6","420nm","Time_In_Center_Zone",7,45.84
"6","420nm","Time_In_Center_Zone",8,33.86
"6","420nm","Time_In_Center_Zone",9,57.67
"6","420nm","Time_In_Center_Zone",10,34.65
"7","420nm","Time_In_Center_Zone",1,139.86
"7","420nm","Time_In_Center_Zone",2,187.88
"7","420nm","Time_In_Center_Zone",3,123.43
"7","420nm","Time_In_Center_Zone",4,122.47
"7","420nm","Time_In_Center_Zone",5,34.69
"7","420nm","Time_In_Center_Zone",6,36.86
"7","420nm","Time_In_Center_Zone",7,53.28
"7","420nm","Time_In_Center_Zone",8,41.88
"7","420nm","Time_In_Center_Zone",9,81.28
"7","420nm","Time_In_Center_Zone",10,45.64
"8","420nm","Time_In_Center_Zone",1,199.76
"8","420nm","Time_In_Center_Zone",2,89.43
"8","420nm","Time_In_Center_Zone",3,76.99
"8","420nm","Time_In_Center_Zone",4,133.36
"8","420nm","Time_In_Center_Zone",5,34.17
"8","420nm","Time_In_Center_Zone",6,48.65
"8","420nm","Time_In_Center_Zone",7,42.45
"8","420nm","Time_In_Center_Zone",8,47.65
"8","420nm","Time_In_Center_Zone",9,52.3
"8","420nm","Time_In_Center_Zone",10,43.64
"9","420nm","Time_In_Center_Zone",1,111.56
"9","420nm","Time_In_Center_Zone",2,139.65
"9","420nm","Time_In_Center_Zone",3,123.75
"9","420nm","Time_In_Center_Zone",4,141.9
"9","420nm","Time_In_Center_Zone",5,42.51
"9","420nm","Time_In_Center_Zone",6,61.12
"9","420nm","Time_In_Center_Zone",7,37.54
"9","420nm","Time_In_Center_Zone",8,34.75
"9","420nm","Time_In_Center_Zone",9,50.21
"9","420nm","Time_In_Center_Zone",10,50.46
"10","420nm","Time_In_Center_Zone",1,106.56
"10","420nm","Time_In_Center_Zone",2,78.56
"10","420nm","Time_In_Center_Zone",3,185.43
"10","420nm","Time_In_Center_Zone",4,138.97
"10","420nm","Time_In_Center_Zone",5,14.52
"10","420nm","Time_In_Center_Zone",6,41.32
"10","420nm","Time_In_Center_Zone",7,51.9
"10","420nm","Time_In_Center_Zone",8,32.2
"10","420nm","Time_In_Center_Zone",9,50.98
"10","420nm","Time_In_Center_Zone",10,43.63
"11","420nm","Time_In_Center_Zone",1,104.65
"11","420nm","Time_In_Center_Zone",2,117.74
"11","420nm","Time_In_Center_Zone",3,209.41
"11","420nm","Time_In_Center_Zone",4,86.81
"11","420nm","Time_In_Center_Zone",5,5.1
"11","420nm","Time_In_Center_Zone",6,49.66
"11","420nm","Time_In_Center_Zone",7,51.65
"11","420nm","Time_In_Center_Zone",8,22.26
"11","420nm","Time_In_Center_Zone",9,10.11
"11","420nm","Time_In_Center_Zone",10,37.63
"12","420nm","Time_In_Center_Zone",1,119.96
"12","420nm","Time_In_Center_Zone",2,75.66
"12","420nm","Time_In_Center_Zone",3,108.99
"12","420nm","Time_In_Center_Zone",4,145.67
"12","420nm","Time_In_Center_Zone",5,21.67
"12","420nm","Time_In_Center_Zone",6,48.75
"12","420nm","Time_In_Center_Zone",7,52.2
"12","420nm","Time_In_Center_Zone",8,40.9
"12","420nm","Time_In_Center_Zone",9,50.77
"12","420nm","Time_In_Center_Zone",10,36.64
"13","420nm","Time_In_Center_Zone",1,88.65
"13","420nm","Time_In_Center_Zone",2,132.32
"13","420nm","Time_In_Center_Zone",3,78.03
"13","420nm","Time_In_Center_Zone",4,127.75
"13","420nm","Time_In_Center_Zone",5,42.03
"13","420nm","Time_In_Center_Zone",6,23.53
"13","420nm","Time_In_Center_Zone",7,50.28
"13","420nm","Time_In_Center_Zone",8,41.31
"13","420nm","Time_In_Center_Zone",9,47.77
"13","420nm","Time_In_Center_Zone",10,27.21
"14","420nm","Time_In_Center_Zone",1,121.76
"14","420nm","Time_In_Center_Zone",2,125.32
"14","420nm","Time_In_Center_Zone",3,207.46
"14","420nm","Time_In_Center_Zone",4,126.9
"14","420nm","Time_In_Center_Zone",5,30.41
"14","420nm","Time_In_Center_Zone",6,12.42
"14","420nm","Time_In_Center_Zone",7,54.54
"14","420nm","Time_In_Center_Zone",8,36.88
"14","420nm","Time_In_Center_Zone",9,56.22
"14","420nm","Time_In_Center_Zone",10,49.63
"15","420nm","Time_In_Center_Zone",1,119.52
"15","420nm","Time_In_Center_Zone",2,93.1
"15","420nm","Time_In_Center_Zone",3,176.54
"15","420nm","Time_In_Center_Zone",4,64.56
"15","420nm","Time_In_Center_Zone",5,48.61
"15","420nm","Time_In_Center_Zone",6,32.51
"15","420nm","Time_In_Center_Zone",7,52.76
"15","420nm","Time_In_Center_Zone",8,16.6
"15","420nm","Time_In_Center_Zone",9,56.53
"15","420nm","Time_In_Center_Zone",10,26.65
"1","470nm","Time_In_Thigmotaxis_Zone",1,369.84
"1","470nm","Time_In_Thigmotaxis_Zone",2,448.64
"1","470nm","Time_In_Thigmotaxis_Zone",3,400.28
"1","470nm","Time_In_Thigmotaxis_Zone",4,386.68
"1","470nm","Time_In_Thigmotaxis_Zone",5,512.02
"1","470nm","Time_In_Thigmotaxis_Zone",6,510.92
"1","470nm","Time_In_Thigmotaxis_Zone",7,501.23
"1","470nm","Time_In_Thigmotaxis_Zone",8,600
"1","470nm","Time_In_Thigmotaxis_Zone",9,600
"1","470nm","Time_In_Thigmotaxis_Zone",10,600
"2","470nm","Time_In_Thigmotaxis_Zone",1,401.28
"2","470nm","Time_In_Thigmotaxis_Zone",2,335.36
"2","470nm","Time_In_Thigmotaxis_Zone",3,412.24
"2","470nm","Time_In_Thigmotaxis_Zone",4,351.28
"2","470nm","Time_In_Thigmotaxis_Zone",5,510.56
"2","470nm","Time_In_Thigmotaxis_Zone",6,470.12
"2","470nm","Time_In_Thigmotaxis_Zone",7,523.12
"2","470nm","Time_In_Thigmotaxis_Zone",8,600
"2","470nm","Time_In_Thigmotaxis_Zone",9,600
"2","470nm","Time_In_Thigmotaxis_Zone",10,600
"3","470nm","Time_In_Thigmotaxis_Zone",1,355.16
"3","470nm","Time_In_Thigmotaxis_Zone",2,379.84
"3","470nm","Time_In_Thigmotaxis_Zone",3,344
"3","470nm","Time_In_Thigmotaxis_Zone",4,387.44
"3","470nm","Time_In_Thigmotaxis_Zone",5,510.6
"3","470nm","Time_In_Thigmotaxis_Zone",6,477.58
"3","470nm","Time_In_Thigmotaxis_Zone",7,521.23
"3","470nm","Time_In_Thigmotaxis_Zone",8,600
"3","470nm","Time_In_Thigmotaxis_Zone",9,600
"3","470nm","Time_In_Thigmotaxis_Zone",10,600
"4","470nm","Time_In_Thigmotaxis_Zone",1,412.44
"4","470nm","Time_In_Thigmotaxis_Zone",2,430.28
"4","470nm","Time_In_Thigmotaxis_Zone",3,409.72
"4","470nm","Time_In_Thigmotaxis_Zone",4,390.04
"4","470nm","Time_In_Thigmotaxis_Zone",5,510.6
"4","470nm","Time_In_Thigmotaxis_Zone",6,422.76
"4","470nm","Time_In_Thigmotaxis_Zone",7,523
"4","470nm","Time_In_Thigmotaxis_Zone",8,600
"4","470nm","Time_In_Thigmotaxis_Zone",9,600
"4","470nm","Time_In_Thigmotaxis_Zone",10,600
"5","470nm","Time_In_Thigmotaxis_Zone",1,400.84
"5","470nm","Time_In_Thigmotaxis_Zone",2,389.08
"5","470nm","Time_In_Thigmotaxis_Zone",3,376.72
"5","470nm","Time_In_Thigmotaxis_Zone",4,343.88
"5","470nm","Time_In_Thigmotaxis_Zone",5,510.56
"5","470nm","Time_In_Thigmotaxis_Zone",6,521.26
"5","470nm","Time_In_Thigmotaxis_Zone",7,526.45
"5","470nm","Time_In_Thigmotaxis_Zone",8,600
"5","470nm","Time_In_Thigmotaxis_Zone",9,600
"5","470nm","Time_In_Thigmotaxis_Zone",10,600
"6","470nm","Time_In_Thigmotaxis_Zone",1,395.12
"6","470nm","Time_In_Thigmotaxis_Zone",2,351.23
"6","470nm","Time_In_Thigmotaxis_Zone",3,321.26
"6","470nm","Time_In_Thigmotaxis_Zone",4,365.21
"6","470nm","Time_In_Thigmotaxis_Zone",5,512.12
"6","470nm","Time_In_Thigmotaxis_Zone",6,502.31
"6","470nm","Time_In_Thigmotaxis_Zone",7,522.32
"6","470nm","Time_In_Thigmotaxis_Zone",8,600
"6","470nm","Time_In_Thigmotaxis_Zone",9,600
"6","470nm","Time_In_Thigmotaxis_Zone",10,600
"7","470nm","Time_In_Thigmotaxis_Zone",1,401.23
"7","470nm","Time_In_Thigmotaxis_Zone",2,356.32
"7","470nm","Time_In_Thigmotaxis_Zone",3,326.54
"7","470nm","Time_In_Thigmotaxis_Zone",4,352.12
"7","470nm","Time_In_Thigmotaxis_Zone",5,523.16
"7","470nm","Time_In_Thigmotaxis_Zone",6,523.65
"7","470nm","Time_In_Thigmotaxis_Zone",7,512.03
"7","470nm","Time_In_Thigmotaxis_Zone",8,600
"7","470nm","Time_In_Thigmotaxis_Zone",9,600
"7","470nm","Time_In_Thigmotaxis_Zone",10,600
"8","470nm","Time_In_Thigmotaxis_Zone",1,402.12
"8","470nm","Time_In_Thigmotaxis_Zone",2,352.16
"8","470nm","Time_In_Thigmotaxis_Zone",3,321.56
"8","470nm","Time_In_Thigmotaxis_Zone",4,351.02
"8","470nm","Time_In_Thigmotaxis_Zone",5,521.23
"8","470nm","Time_In_Thigmotaxis_Zone",6,523.65
"8","470nm","Time_In_Thigmotaxis_Zone",7,522.13
